time Pos_x Pos_y GT_x GT_y GT_alpha GT_Kr GT_v ROSE_x ROSE_y ROSE_alpha ROSE_Kr ROSE_v EKF_x EKF_y EKF_alpha EKF_Kr EKF_v
0.1 0.090803709233541 -0.0121011226142964 0 0 0.3 0 0 0.090803709233541 -0.0121011226142964 0 0 0 0.090803709233541 -0.0121011226142964 0 0 0
0.2 -0.0841243039533234 -0.121182449460967 0 0 0.3 0 0 0.0070300942539073 -0.0644088916502446 0 0 -0.0113531486654571 0.00543862241697193 -0.0652281722100925 0 0 -0.0097190578178741
0.3 -0.00188187116203662 -0.0207671066622183 0 0 0.3 0 0 0.00360465349478657 -0.0479706426310323 -4.09599184691684e-05 0 0.00750028695452227 0.00295520942059013 -0.0498631545035321 -2.26020716718026e-05 0 0.00479184220513046
0.4 0.0583109661891529 -0.0223104440547402 0 0 0.3 0 0 0.0181262230707033 -0.0398661442193958 -4.4508804833422e-05 1.45019288986391e-08 0.0148542636804727 0.0168161913925551 -0.041642381826424 -8.43217225977998e-06 6.24067801294186e-09 0.0124979601605263
0.5 0.0527958996284453 0.0286722863529386 0 0 0.3 0 0 0.02574021987682 -0.0144986407460399 -0.0001323400806784 2.33797852091108e-08 0.067035654174317 0.0240706267412232 -0.0192964812928383 -6.65597732685391e-05 1.2519224809281e-08 0.0531762230750845
0.6 0.0897118618284209 0.0444069521481682 0 0 0.3 0 0 0.0384285806369548 0.00959723841589626 -0.00151147180129036 -2.39422085659458e-07 0.103909721797901 0.0353137705524645 0.00324171955748873 -0.000840574839784108 -9.20565595754341e-08 0.087535818264503
0.7 -0.0797599516108347 0.0196644113335288 0 0 0.3 0 0 0.0188331879318385 0.0287254838939312 0.00495419849958425 6.73957227655457e-06 0.138678762186992 0.0180377519213406 0.0197360701913232 0.00279302531524039 2.97710166385008e-06 0.113480288757817
0.8 -0.132330228988085 -0.0690220152547679 0 0 0.3 0 0 -0.00391998207827627 0.00835049581315726 0.0180362363953787 3.84647802908229e-05 0.064665198916155 -0.00213817520240937 0.00231750324417809 0.0104010784302767 1.79218746923991e-05 0.0565095395471385
0.9 -0.0409219311521712 -0.0596823534587789 0 0 0.3 0 0 -0.00919161962603433 -0.0148940948194218 0.0214372563483931 4.90383082744441e-05 -0.00743555266418837 -0.00684093859203419 -0.0147073039301608 0.0124949537715116 2.3591220127934e-05 0.00793498442137953
1 0.0216524592212512 -0.0822847811745983 0 0 0.3 0 0 -0.00506932772894393 -0.0480691995299529 0.0188045393023704 3.94271181627302e-05 -0.0920959339169777 -0.00348866843419197 -0.0405532590263605 0.010802070779755 1.82225139708951e-05 -0.0516035762917733
