time,Pos_x,Pos_y,GT_x,GT_y,GT_alpha,GT_Kr,GT_v,EKF_x,EKF_y,EKF_alpha,EKF_Kr,EKF_v
0.1,-0.0070535156431068,0.0489204792332173,0.0,0.0,0.3,0.0,0.0,-0.0070535156431068,0.0489204792332173,0.0,0.0,0.0
0.2,0.0214278037132764,0.0418899411346772,0.0,0.0,0.3,0.0,0.0,0.006841957382046938,0.045392284578996814,0.0,0.0,-0.0013414275162878426
0.3,0.018614274005233,-0.0380541083886159,0.0,0.0,0.3,0.0,0.0,0.010740787817027881,0.014588273658340815,2.643297961674101e-06,0.0,-0.0339259587599737
0.4,0.0744831823194224,0.0507678482421473,0.0,0.0,0.3,0.0,0.0,0.026665885548015335,0.024276124303612482,0.000339485801178086,-6.2937003476643914e-09,-0.010796479463364258
0.5,-0.0098863698133461,-0.0275365976497769,0.0,0.0,0.3,0.0,0.0,0.019279201794942462,0.005968385498432378,0.00012306410199381678,3.3594652726537586e-08,-0.050122246206162846
0.6000000000000001,0.0856331328768263,-0.0594194267325938,0.0,0.0,0.3,0.0,0.0,0.030629642296104785,-0.021287874290043425,0.0010929594394701008,-5.023281685563277e-07,-0.10595685875906821
0.7000000000000001,-0.0068080247894662,0.0476743860234343,0.0,0.0,0.3,0.0,0.0,0.02504086853074976,-0.0016268842997137836,-0.00019196147454580504,1.1779629162944487e-06,-0.03096301327889235
0.8,0.0004321726091916,-0.0692098583883137,0.0,0.0,0.3,0.0,0.0,0.02178697001311847,-0.029312213828831177,-0.0010165951919943014,2.6330983289631393e-06,-0.08981653513994248
0.9,-0.0419199016701736,-0.0280857487558403,0.0,0.0,0.3,0.0,0.0,0.014093119047441717,-0.033825607564175846,-0.0041956473112304115,1.1800468588690804e-05,-0.0788721900588937
1.0,-0.0605323226215922,0.0292668690982545,0.0,0.0,0.3,0.0,0.0,0.005775227770695468,-0.013839810410294476,-0.008858259168387415,3.0470202435051284e-05,-0.014543613112720233
1.1,-0.0424325325238118,0.0972295755897161,0.0,0.0,0.3,0.0,0.0,0.0008851158219438304,0.027969991489594438,-0.01173029585084348,4.2861700333740756e-05,0.08355127431200031
1.2000000000000002,0.0109247493182501,-0.1257385126725045,0.0,0.0,0.3,0.0,0.0,0.001674602735059645,-0.025066976820873284,-0.011518235541465758,4.32156876011081e-05,-0.05448629214133628
1.3,0.0004246930278505,-0.0145396393331833,0.0,0.0,0.3,0.0,0.0,0.001538339901134316,-0.024495597785760582,-0.011569151082616639,4.3357551427881674e-05,-0.04097954714319539
1.4,-0.0216621443521386,-0.0722450328686971,0.0,0.0,0.3,0.0,0.0,-0.0006308586219884314,-0.04479990340408886,-0.012719001024639522,4.7779266463882126e-05,-0.07728755408363452
1.5,-0.0342592842024323,-0.0691625262343337,0.0,0.0,0.3,0.0,0.0,-0.0035866900874130295,-0.0585294559781718,-0.014925606466653725,5.957968992872628e-05,-0.09070030555094946
1.6,-0.0053618690100053,0.0739099135239295,0.0,0.0,0.3,0.0,0.0,-0.003375008049401921,-0.014695216490962747,-0.015311257350549525,6.29998502774138e-05,0.028224200287682757
1.7000000000000002,0.0436688176808727,0.1258629597292495,0.0,0.0,0.3,0.0,0.0,0.0008698266674312329,0.03930587595648889,-0.012102994698705922,4.317771131278016e-05,0.14330131251733752
1.8,-0.1574535213565185,0.0270282476840449,0.0,0.0,0.3,0.0,0.0,-0.010865831987501389,0.044666577847559744,-0.0160707191708758,2.755228288814986e-05,0.12337779791357645
1.9,0.0459588434791729,0.0375496933766264,0.0,0.0,0.3,0.0,0.0,-0.006650478169427635,0.04939587779397296,-0.016839337322334447,4.7765407818370044e-05,0.10617923546255617
2.0,0.0600127807919598,-0.0988784564181743,0.0,0.0,0.3,0.0,0.0,-0.0024439753413226153,0.00025170379921420766,-0.020168854519419254,7.721596952441404e-05,-0.028428352644067872
2.1,0.0645774828898007,0.1674860525659253,0.0,0.0,0.3,0.0,0.0,0.0030053405019564005,0.06060360926122339,-0.02209210469780831,0.00010117619162076198,0.11380968880635076
2.2,-0.1249821675898115,-0.1133620795057641,0.0,0.0,0.3,0.0,0.0,-0.006631298901544636,0.003361903416527423,-0.014179894116922226,5.852035271370627e-05,-0.04068684886370327
2.3000000000000003,-0.0346524981312751,-0.128790059651547,0.0,0.0,0.3,0.0,0.0,-0.009258097816167684,-0.04842882761700781,-0.012960944149672741,4.8601002463382245e-05,-0.14809400870596184
2.4000000000000004,-0.1766547402176367,0.1097377231297591,0.0,0.0,0.3,0.0,0.0,-0.019597745251803585,0.0023268504402976786,-0.01386570863788703,-3.948987021334198e-05,-0.00020823573942041484
2.5,-0.0191421891644245,0.0379791631857238,0.0,0.0,0.3,0.0,0.0,-0.01939643467674368,0.015635830895765,-0.013910126680234626,-3.9506325739345976e-05,0.029797285598374107
2.6,0.0486013805677654,-0.0101002494360303,0.0,0.0,0.3,0.0,0.0,-0.0151179298154493,0.007486715540819451,-0.014357109359555607,-6.751395931501489e-06,0.004596262626276219
2.7,0.1042685087324086,0.0973437821310536,0.0,0.0,0.3,0.0,0.0,-0.007102540577867817,0.04064811384619849,-0.015343078563259402,4.681894206250053e-05,0.0779500655964651
2.8000000000000003,-0.1486675968628901,-0.0127844332608711,0.0,0.0,0.3,0.0,0.0,-0.01624703792610812,0.026402369049547476,-0.01041761017871769,-1.7779920247979904e-05,0.02861221485526399
2.9000000000000004,-0.0005514270318753,-0.1121978176406757,0.0,0.0,0.3,0.0,0.0,-0.01582193244616737,-0.023702760294777563,-0.011241089116958125,-1.1109138721148319e-05,-0.09065752632814011
